exp_id,current_state_code,res_access_m,light_i,light_r,light_abs_r,min_temp
62,3,1,1.1888,-0.0012,-0.5554,-0.6101
62,3,1,1.1888,-0.0012,-0.5554,-0.6101
62,3,1,1.1888,-0.0012,-0.5554,-0.6101
62,3,1,1.1888,-0.0012,-0.5554,-0.6101
62,3,1,1.1888,-0.0012,-0.5554,-0.6101
62,3,1,1.1888,-0.0012,-0.5554,-0.6101
62,3,1,1.1888,-0.0012,-0.5554,-0.6101
62,-9999,1,0.4829,-1.9027,1.6197,-0.6101
62,3,1,-0.452,-2.5192,2.3249,-0.6101
62,3,1,-0.9753,-1.411,1.0572,-0.6101
62,3,1,-0.9753,-0.0012,-0.5554,-0.6101
62,3,1,-0.9753,-0.0012,-0.5554,-0.6101
62,1,1,-0.9753,-0.0012,-0.5554,-0.6101
62,1,1,-0.9753,-0.0012,-0.5554,-0.6101
62,1,1,-0.9753,-0.0012,-0.5554,-0.7261
62,1,1,-0.9753,-0.0012,-0.5554,-0.7841
62,1,1,-0.9753,-0.0012,-0.5554,-0.9001
62,1,1,-0.9753,-0.0012,-0.5554,-1.0451
62,1,1,-0.9753,-0.0012,-0.5554,-1.1031
62,1,1,-0.201,2.0844,1.8303,-1.2771
62,3,1,0.7362,2.5232,2.3323,-1.5381
62,3,1,1.1888,1.218,0.8392,-1.5381
62,3,1,1.1888,-0.0012,-0.5554,-1.5381
62,3,1,1.1888,-0.0012,-0.5554,-1.5381
62,3,1,1.1888,-0.0012,-0.5554,-1.5381
62,3,1,1.1888,-0.0012,-0.5554,-1.5381
62,3,1,1.1888,-0.0012,-0.5554,-1.5381
62,2,1,1.1888,-0.0012,-0.5554,-1.5381
62,3,1,1.1888,-0.0012,-0.5554,-1.5381
62,3,1,1.1888,-0.0012,-0.5554,-1.5381
62,3,1,1.1888,-0.0012,-0.5554,-1.5381
62,3,1,0.5039,-1.8461,1.5549,-1.5381
62,3,1,-0.4308,-2.5187,2.3243,-1.5381
62,3,1,-0.9753,-1.4681,1.1225,-1.5381
62,3,1,-0.9753,-0.0012,-0.5554,-1.5381
62,3,1,-0.9753,-0.0012,-0.5554,-1.5381
62,1,1,-0.9753,-0.0012,-0.5554,-1.5381
62,1,1,-0.9753,-0.0012,-0.5554,-1.5381
62,1,1,-0.9753,-0.0012,-0.5554,-1.5381
62,1,1,-0.9753,-0.0012,-0.5554,-1.5381
62,1,1,-0.9753,-0.0012,-0.5554,-1.5381
62,1,1,-0.9753,-0.0012,-0.5554,-1.5381
62,3,1,-0.9753,-0.0012,-0.5554,-1.5381
62,1,1,-0.1707,2.1662,1.9239,-1.5381
62,3,1,0.7666,2.5234,2.3324,-1.3351
62,3,1,1.1888,1.136,0.7454,-1.3061
62,3,1,1.1888,-0.0012,-0.5554,-0.6971
62,3,1,1.1888,-0.0012,-0.5554,0.3469
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,0.5249,-1.7896,1.4903,0.4629
62,3,1,-0.4096,-2.5182,2.3237,0.4629
62,1,1,-0.9753,-1.5251,1.1878,0.4629
62,1,1,-0.9753,-0.0012,-0.5554,0.4629
62,1,1,-0.9753,-0.0012,-0.5554,0.4629
62,1,1,-0.9753,-0.0012,-0.5554,0.4629
62,1,1,-0.9753,-0.0012,-0.5554,0.2309
62,1,1,-0.9753,-0.0012,-0.5554,0.0279
62,1,1,-0.9753,-0.0012,-0.5554,-0.0301
62,1,1,-0.9753,-0.0012,-0.5554,-0.1751
62,3,1,-0.9753,-0.0012,-0.5554,-0.1751
62,3,1,-0.9753,-0.0012,-0.5554,-0.3201
62,3,1,-0.1403,2.248,2.0175,-0.3201
62,3,1,0.797,2.5235,2.3326,-0.3201
62,3,1,1.1888,1.0541,0.6517,-0.3201
62,3,1,1.1888,-0.0012,-0.5554,-0.3201
62,3,1,1.1888,-0.0012,-0.5554,-0.3201
62,3,1,1.1888,-0.0012,-0.5554,-0.3201
62,3,1,1.1888,-0.0012,-0.5554,-0.3201
62,3,1,1.1888,-0.0012,-0.5554,-0.3201
62,3,1,1.1888,-0.0012,-0.5554,-0.3201
62,3,1,1.1888,-0.0012,-0.5554,-0.3201
62,3,1,1.1888,-0.0012,-0.5554,-0.3201
62,3,1,1.1888,-0.0012,-0.5554,-0.3201
62,3,1,0.5458,-1.7332,1.4258,-0.3201
62,1,1,-0.3884,-2.5176,2.323,-0.3201
62,1,1,-0.9753,-1.5821,1.2529,-0.3201
62,1,1,-0.9753,-0.0012,-0.5554,-0.3201
62,1,1,-0.9753,-0.0012,-0.5554,-0.3201
62,1,1,-0.9753,-0.0012,-0.5554,-0.3201
62,1,1,-0.9753,-0.0012,-0.5554,-0.3201
62,1,1,-0.9753,-0.0012,-0.5554,-0.3201
62,1,1,-0.9753,-0.0012,-0.5554,-0.3201
62,3,1,-0.9753,-0.0012,-0.5554,-0.3201
62,3,1,-0.9753,-0.0012,-0.5554,-0.3201
62,1,1,-0.9753,-0.0012,-0.5554,-0.2911
62,3,1,-0.1099,2.3297,2.111,-0.2911
62,3,1,0.8274,2.5235,2.3326,-0.1751
62,3,1,1.1888,0.9723,0.5582,0.3469
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,1.1888,-0.0012,-0.5554,0.4629
62,3,1,0.5667,-1.677,1.3615,0.4629
62,3,1,-0.3673,-2.5169,2.3222,0.4629
62,3,1,-0.9753,-1.639,1.318,0.4629
62,3,1,-0.9753,-0.0012,-0.5554,0.4629
62,1,1,-0.9753,-0.0012,-0.5554,0.4629
62,1,1,-0.9753,-0.0012,-0.5554,0.4629
62,1,1,-0.9753,-0.0012,-0.5554,0.2889
62,3,1,-0.9753,-0.0012,-0.5554,0.1439
62,1,1,-0.9753,-0.0012,-0.5554,0.0859
62,1,1,-0.9753,-0.0012,-0.5554,0.0279
62,1,1,-0.9753,-0.0012,-0.5554,-0.1171
62,3,1,-0.9753,-0.0012,-0.5554,-0.1751
62,3,1,-0.0796,2.4114,2.2044,-0.1751
62,3,1,0.8577,2.5236,2.3327,-0.1751
62,3,1,1.1888,0.8906,0.4647,-0.1751
62,3,1,1.1888,-0.0012,-0.5554,-0.1751
62,3,1,1.1888,-0.0012,-0.5554,-0.1751
62,3,1,1.1888,-0.0012,-0.5554,-0.1751
62,3,1,1.1888,-0.0012,-0.5554,-0.1751
62,3,1,1.1888,-0.0012,-0.5554,-0.1751
62,3,1,1.1888,-0.0012,-0.5554,-0.1751
62,3,1,1.1888,-0.0012,-0.5554,-0.1751
62,3,1,1.1888,-0.0012,-0.5554,-0.1751
62,3,1,1.1888,-0.0012,-0.5554,-0.1751
62,-9999,1,0.5874,-1.621,1.2975,-0.1751
62,3,1,-0.3462,-2.5161,2.3213,-0.1751
62,3,1,-0.9753,-1.6957,1.383,-0.1751
62,3,1,-0.9753,-0.0012,-0.5554,-0.1751
62,3,1,-0.9753,-0.0012,-0.5554,-0.1751
62,3,1,-0.9753,-0.0012,-0.5554,-0.1751
62,3,1,-0.9753,-0.0012,-0.5554,-0.1751
62,1,1,-0.9753,-0.0012,-0.5554,-0.1751
62,1,1,-0.9753,-0.0012,-0.5554,-0.1751
62,1,1,-0.9753,-0.0012,-0.5554,-0.1751
62,1,1,-0.9753,-0.0012,-0.5554,-0.1751
62,1,1,-0.9695,0.0146,-0.5373,-0.1461
62,3,1,-0.0494,2.4771,2.2795,-0.0881
62,3,1,0.888,2.5236,2.3327,-0.0011
62,3,1,1.1888,0.8091,0.3715,0.6369
62,3,1,1.1888,-0.0012,-0.5554,0.6369
62,3,1,1.1888,-0.0012,-0.5554,0.6369
62,3,1,1.1888,-0.0012,-0.5554,0.6369
62,3,1,1.1888,-0.0012,-0.5554,0.6369
62,3,0,1.1888,-0.0012,-0.5554,0.6369
62,3,0,1.1888,-0.0012,-0.5554,0.6369
62,3,0,1.1888,-0.0012,-0.5554,0.6369
62,3,0,1.1888,-0.0012,-0.5554,0.6369
62,3,0,1.1888,-0.0012,-0.5554,0.6369
62,3,0,0.6082,-1.5652,1.2336,0.6369
62,3,0,-0.3252,-2.5152,2.3203,0.6369
62,1,0,-0.9753,-1.7524,1.4478,0.6369
62,3,0,-0.9753,-0.0012,-0.5554,0.6369
62,3,0,-0.9753,-0.0012,-0.5554,0.6369
62,3,0,-0.9753,-0.0012,-0.5554,0.6369
62,3,0,-0.9753,-0.0012,-0.5554,0.6369
62,3,0,-0.9753,-0.0012,-0.5554,0.6369
62,3,0,-0.9753,-0.0012,-0.5554,0.6369
62,3,0,-0.9753,-0.0012,-0.5554,0.6369
62,3,0,-0.9753,-0.0012,-0.5554,0.6369
62,3,0,-0.9386,0.0978,-0.4422,0.6369
62,3,0,-0.0192,2.4753,2.2774,0.6949
62,3,0,0.9182,2.5235,2.3326,0.7239
62,3,0,1.1888,0.7278,0.2785,0.956
62,3,0,1.1888,-0.0012,-0.5554,0.956
62,3,0,1.1888,-0.0012,-0.5554,0.956
62,3,0,1.1888,-0.0012,-0.5554,0.956
62,3,0,1.1888,-0.0012,-0.5554,0.956
62,3,0,1.1888,-0.0012,-0.5554,0.956
62,3,0,1.1888,-0.0012,-0.5554,0.956
62,3,0,1.1888,-0.0012,-0.5554,0.956
62,3,0,1.1888,-0.0012,-0.5554,0.956
62,3,0,1.1888,-0.0012,-0.5554,0.956
62,3,0,0.6288,-1.5095,1.1699,0.956
62,3,0,-0.3042,-2.5143,2.3193,0.956
62,3,0,-0.9753,-1.809,1.5125,0.956
62,3,0,-0.9753,-0.0012,-0.5554,0.956
62,3,0,-0.9753,-0.0012,-0.5554,0.956
62,3,0,-0.9753,-0.0012,-0.5554,0.956
62,2,0,-0.9753,-0.0012,-0.5554,0.956
62,3,0,-0.9753,-0.0012,-0.5554,0.956
62,3,0,-0.9753,-0.0012,-0.5554,0.956
62,3,0,-0.9753,-0.0012,-0.5554,0.956
62,3,0,-0.9753,-0.0012,-0.5554,0.956
62,2,0,-0.9078,0.1808,-0.3472,0.985
62,3,0,0.011,2.4734,2.2753,1.043
62,1,0,0.9483,2.5234,2.3325,1.159
62,3,0,1.1888,0.6467,0.1858,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.594
62,3,0,1.1888,-0.0012,-0.5554,1.594
62,3,0,0.6494,-1.4541,1.1065,1.565
62,3,0,-0.2832,-2.5133,2.3181,1.565
62,3,0,-0.9753,-1.8655,1.5771,1.565
62,3,0,-0.9753,-0.0012,-0.5554,1.565
62,3,0,-0.9753,-0.0012,-0.5554,1.565
62,3,0,-0.9753,-0.0012,-0.5554,1.565
62,3,0,-0.9753,-0.0012,-0.5554,1.565
62,3,0,-0.9753,-0.0012,-0.5554,1.565
62,3,0,-0.9753,-0.0012,-0.5554,1.536
62,3,0,-0.9753,-0.0012,-0.5554,1.536
62,3,0,-0.9753,-0.0012,-0.5554,1.536
62,3,0,-0.877,0.2635,-0.2525,1.536
62,3,0,0.041,2.4716,2.2732,1.536
62,3,0,0.9783,2.5233,2.3324,1.536
62,3,0,1.1888,0.5659,0.0933,1.536
62,3,0,1.1888,-0.0012,-0.5554,1.536
62,2,0,1.1888,-0.0012,-0.5554,1.536
62,3,0,1.1888,-0.0012,-0.5554,1.536
62,2,0,1.1888,-0.0012,-0.5554,1.536
62,3,0,1.1888,-0.0012,-0.5554,1.536
62,3,0,1.1888,-0.0012,-0.5554,1.536
62,3,0,1.1888,-0.0012,-0.5554,1.536
62,3,0,1.1888,-0.0012,-0.5554,1.536
62,3,0,1.1888,-0.0012,-0.5554,1.536
62,3,0,0.67,-1.3988,1.0433,1.536
62,1,0,-0.2623,-2.5122,2.3169,1.536
62,3,0,-0.9753,-1.9219,1.6416,1.536
62,3,0,-0.9753,-0.0012,-0.5554,1.536
62,3,0,-0.9753,-0.0012,-0.5554,1.536
62,-9999,0,-0.9753,-0.0012,-0.5554,1.536
62,3,0,-0.9753,-0.0012,-0.5554,1.536
62,3,0,-0.9753,-0.0012,-0.5554,1.536
62,3,0,-0.9753,-0.0012,-0.5554,1.391
62,3,0,-0.9753,-0.0012,-0.5554,1.391
62,3,0,-0.9753,-0.0012,-0.5554,1.391
62,3,0,-0.8464,0.3461,-0.1581,1.217
62,3,0,0.0709,2.4697,2.271,1.043
62,3,0,1.0082,2.5232,2.3322,1.043
62,3,0,1.1888,0.4854,0.0012,1.043
62,3,0,1.1888,-0.0012,-0.5554,1.043
62,3,0,1.1888,-0.0012,-0.5554,1.043
62,3,0,1.1888,-0.0012,-0.5554,1.043
62,3,0,1.1888,-0.0012,-0.5554,1.043
62,3,0,1.1888,-0.0012,-0.5554,1.043
62,3,0,1.1888,-0.0012,-0.5554,1.043
62,3,0,1.1888,-0.0012,-0.5554,1.043
62,3,0,1.1888,-0.0012,-0.5554,1.043
62,3,0,1.1888,-0.0012,-0.5554,0.869
62,3,0,0.6904,-1.3437,0.9802,0.5499
62,3,0,-0.2414,-2.511,2.3155,0.5499
62,3,0,-0.9753,-1.9782,1.706,0.4919
62,3,0,-0.9753,-0.0012,-0.5554,0.4919
62,3,0,-0.9753,-0.0012,-0.5554,0.4049
62,3,0,-0.9753,-0.0012,-0.5554,0.2889
62,3,0,-0.9753,-0.0012,-0.5554,0.2309
62,3,0,-0.9753,-0.0012,-0.5554,0.2309
62,3,0,-0.9753,-0.0012,-0.5554,0.2309
62,3,0,-0.9753,-0.0012,-0.5554,0.2309
62,3,0,-0.9753,-0.0012,-0.5554,0.2309
62,3,0,-0.8159,0.4284,-0.064,0.2309
62,3,0,0.1008,2.4678,2.2688,0.2309
62,3,0,1.0379,2.523,2.332,0.2309
62,3,0,1.1888,0.4052,-0.0905,0.2309
62,3,0,1.1888,-0.0012,-0.5554,0.2309
62,3,0,1.1888,-0.0012,-0.5554,0.2309
62,3,0,1.1888,-0.0012,-0.5554,0.2309
62,3,0,1.1888,-0.0012,-0.5554,0.2309
62,3,0,1.1888,-0.0012,-0.5554,0.2309
62,3,0,1.1888,-0.0012,-0.5554,0.2309
62,3,0,1.1888,-0.0012,-0.5554,0.2309
62,3,0,1.1888,-0.0012,-0.5554,0.2309
62,3,0,1.1888,-0.0012,-0.5554,0.2309
62,3,0,0.7108,-1.2888,0.9174,0.2309
62,3,0,-0.2205,-2.5098,2.3141,0.2309
62,3,0,-0.9753,-2.0343,1.7702,0.2309
62,3,0,-0.9753,-0.0012,-0.5554,0.2309
62,3,0,-0.9753,-0.0012,-0.5554,0.2309
62,3,0,-0.9753,-0.0012,-0.5554,0.2309
62,3,0,-0.9753,-0.0012,-0.5554,0.3469
62,3,0,-0.9753,-0.0012,-0.5554,0.3469
62,3,0,-0.9753,-0.0012,-0.5554,0.0569
62,3,0,-0.9753,-0.0012,-0.5554,0.0569
62,3,0,-0.9753,-0.0012,-0.5554,0.0569
62,3,0,-0.7854,0.5103,0.0298,-0.1171
62,3,0,0.1305,2.4658,2.2666,-0.1171
62,3,0,1.0675,2.5228,2.3317,-0.1171
62,3,0,1.1888,0.3254,-0.1818,-0.1171
62,3,0,1.1888,-0.0012,-0.5554,-0.1171
62,3,0,1.1888,-0.0012,-0.5554,-0.1171
62,3,0,1.1888,-0.0012,-0.5554,-0.1171
62,3,0,1.1888,-0.0012,-0.5554,-0.1171
62,3,0,1.1888,-0.0012,-0.5554,-0.1171
62,3,0,1.1888,-0.0012,-0.5554,-0.1171
62,3,0,1.1888,-0.0012,-0.5554,-0.1171
62,3,0,1.1888,-0.0012,-0.5554,-0.1171
62,3,0,1.1888,-0.0012,-0.5554,-0.1171
62,3,0,0.7311,-1.2341,0.8548,-0.1171
62,3,0,-0.1997,-2.5085,2.3126,-0.1171
62,3,0,-0.9753,-2.0903,1.8343,-0.1171
62,3,0,-0.9753,-0.0012,-0.5554,-0.1171
62,3,0,-0.9753,-0.0012,-0.5554,-0.1171
62,3,0,-0.9753,-0.0012,-0.5554,-0.1171
62,3,0,-0.9753,-0.0012,-0.5554,-0.1171
62,3,0,-0.9753,-0.0012,-0.5554,-0.1171
62,3,0,-0.9753,-0.0012,-0.5554,-0.1171
62,3,0,-0.9753,-0.0012,-0.5554,-0.1171
62,2,0,-0.9753,-0.0012,-0.5554,-0.1171
62,2,0,-0.7551,0.592,0.1232,-0.0591
62,2,0,0.1601,2.4639,2.2644,0.1729
62,3,0,1.097,2.5225,2.3314,0.3469
62,3,0,1.1888,0.246,-0.2726,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,2,0,1.1888,-0.0012,-0.5554,1.159
62,2,0,1.1888,-0.0012,-0.5554,1.159
62,2,0,1.1888,-0.0012,-0.5554,1.159
62,2,0,1.1888,-0.0012,-0.5554,1.159
62,2,0,1.1888,-0.0012,-0.5554,1.159
62,2,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,0.7513,-1.1796,0.7925,1.159
62,3,0,-0.179,-2.5071,2.311,1.159
62,3,0,-0.9753,-2.1462,1.8982,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.7249,0.6733,0.2161,1.159
62,3,0,0.1895,2.4619,2.2621,1.159
62,3,0,1.1264,2.5222,2.3311,1.159
62,3,0,1.1888,0.167,-0.3629,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,1.1888,-0.0012,-0.5554,1.159
62,3,0,0.7715,-1.1253,0.7304,1.159
62,3,0,-0.1583,-2.5056,2.3094,1.159
62,3,0,-0.9753,-2.202,1.962,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,3,0,-0.9753,-0.0012,-0.5554,1.159
62,2,0,-0.9753,-0.0012,-0.5554,1.159
62,2,0,-0.9753,-0.0012,-0.5554,1.159
62,2,0,-0.6949,0.7541,0.3086,1.159
62,2,0,0.2188,2.4598,2.2598,1.217
62,3,0,1.1555,2.5219,2.3307,1.391
62,3,0,1.1888,0.0885,-0.4528,1.478
62,3,0,1.1888,-0.0012,-0.5554,1.536
62,3,0,1.1888,-0.0012,-0.5554,1.594
62,3,0,1.1888,-0.0012,-0.5554,1.652
62,3,0,1.1888,-0.0012,-0.5554,1.652
62,3,0,1.1888,-0.0012,-0.5554,1.652
62,3,0,1.1888,-0.0012,-0.5554,1.652
62,3,0,1.1888,-0.0012,-0.5554,1.652
62,3,0,1.1888,-0.0012,-0.5554,1.652
62,3,0,1.1888,-0.0012,-0.5554,1.652
62,3,0,0.7916,-1.0712,0.6685,1.652
62,2,0,-0.1376,-2.5041,2.3076,1.652
62,3,0,-0.9753,-2.2576,2.0256,1.652
62,3,0,-0.9753,-0.0012,-0.5554,1.652
62,2,0,-0.9753,-0.0012,-0.5554,1.652
62,2,0,-0.9753,-0.0012,-0.5554,1.565
62,3,0,-0.9753,-0.0012,-0.5554,1.362
62,3,0,-0.9753,-0.0012,-0.5554,1.188
62,3,0,-0.9753,-0.0012,-0.5554,1.014
62,2,0,-0.9753,-0.0012,-0.5554,0.898
62,3,0,-0.9753,-0.0012,-0.5554,0.782
62,3,0,-0.665,0.8346,0.4007,0.6949
62,2,0,0.2479,2.4578,2.2574,0.6949
62,3,0,1.1845,2.5215,2.3303,0.6949
62,3,0,1.1888,0.0105,-0.542,0.6949
62,3,0,1.1888,-0.0012,-0.5554,0.6949
62,3,0,1.1888,-0.0012,-0.5554,0.6949
62,3,0,1.1888,-0.0012,-0.5554,0.6949
62,3,0,1.1888,-0.0012,-0.5554,0.6949
62,3,0,1.1888,-0.0012,-0.5554,0.6949
62,3,0,1.1888,-0.0012,-0.5554,0.6949
62,3,0,1.1888,-0.0012,-0.5554,0.6949
62,3,0,1.1888,-0.0012,-0.5554,0.6949
62,3,0,1.1888,-0.0012,-0.5554,0.6949
62,3,0,0.8116,-1.0173,0.6069,0.6949
62,3,0,-0.1171,-2.5025,2.3058,0.6949
62,-9999,0,-0.9753,-2.313,2.0891,0.6949
62,3,0,-0.9753,-0.0012,-0.5554,0.6949
62,3,0,-0.9753,-0.0012,-0.5554,0.6949
62,3,0,-0.9753,-0.0012,-0.5554,0.6949
62,3,0,-0.9753,-0.0012,-0.5554,0.6949
62,3,0,-0.9753,-0.0012,-0.5554,0.6949
62,2,0,-0.9753,-0.0012,-0.5554,0.6949
62,3,0,-0.9753,-0.0012,-0.5554,0.6949
62,3,0,-0.9753,-0.0012,-0.5554,0.6949
62,3,0,-0.6353,0.9146,0.4922,0.7239
62,2,0,0.2768,2.4557,2.2551,0.7239
62,3,0,1.1888,2.4553,2.2545,0.956
62,3,0,1.1888,-0.0012,-0.5554,1.333
62,3,0,1.1888,-0.0012,-0.5554,1.333
62,3,0,1.1888,-0.0012,-0.5554,1.333
62,3,0,1.1888,-0.0012,-0.5554,1.333
62,3,0,1.1888,-0.0012,-0.5554,1.333
62,3,0,1.1888,-0.0012,-0.5554,1.333
62,3,0,1.1888,-0.0012,-0.5554,1.333
62,3,0,1.1888,-0.0012,-0.5554,1.333
62,3,0,1.1888,-0.0012,-0.5554,1.333
62,3,0,1.1888,-0.0012,-0.5554,1.333
62,3,0,0.8315,-0.9636,0.5455,1.333
62,3,0,-0.0965,-2.5009,2.3039,1.333
62,2,0,-0.9753,-2.3683,2.1523,1.333
62,3,0,-0.9753,-0.0012,-0.5554,1.333
62,3,0,-0.9753,-0.0012,-0.5554,1.333
62,3,0,-0.9753,-0.0012,-0.5554,1.333
62,3,0,-0.9753,-0.0012,-0.5554,1.333
62,3,0,-0.9753,-0.0012,-0.5554,1.333
62,3,0,-0.9753,-0.0012,-0.5554,1.333
62,3,0,-0.9753,-0.0012,-0.5554,1.333
62,3,0,-0.9753,-0.0012,-0.5554,1.478
62,3,0,-0.6058,0.9941,0.5831,1.594
62,2,0,0.3056,2.4536,2.2527,1.739
62,-9999,0,1.1888,2.3778,2.166,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,1.1888,-0.0012,-0.5554,1.739
62,3,0,0.8513,-0.9102,0.4844,1.739
62,2,0,-0.076,-2.4992,2.302,1.739
62,3,0,-0.9633,-2.391,2.1782,1.739
62,3,0,-0.9753,-0.0337,-0.5182,1.739
62,3,0,-0.9753,-0.0012,-0.5554,1.739
62,3,0,-0.9753,-0.0012,-0.5554,1.739
62,3,0,-0.9753,-0.0012,-0.5554,1.739
62,3,0,-0.9753,-0.0012,-0.5554,1.739
62,3,0,-0.9753,-0.0012,-0.5554,1.739
62,2,0,-0.9753,-0.0012,-0.5554,1.739
62,3,0,-0.9753,-0.0012,-0.5554,1.739
62,3,0,-0.5765,1.0731,0.6735,1.739
62,3,0,0.3341,2.4515,2.2502,1.826
62,3,0,1.1888,2.301,2.0781,1.826
62,3,0,1.1888,-0.0012,-0.5554,1.826
62,3,0,1.1888,-0.0012,-0.5554,1.826
62,3,0,1.1888,-0.0012,-0.5554,1.826
62,3,0,1.1888,-0.0012,-0.5554,1.826
62,3,0,1.1888,-0.0012,-0.5554,1.826
62,3,0,1.1888,-0.0012,-0.5554,1.826
62,3,0,1.1888,-0.0012,-0.5554,1.826
62,3,0,1.1888,-0.0012,-0.5554,1.826
62,3,0,1.1888,-0.0012,-0.5554,1.826
62,3,0,1.1888,-0.0012,-0.5554,1.826
62,3,0,0.8711,-0.857,0.4235,1.826
62,3,0,-0.0556,-2.4974,2.2999,1.826
62,3,0,-0.9413,-2.3868,2.1734,1.826
62,3,0,-0.9753,-0.0929,-0.4505,1.826
62,2,0,-0.9753,-0.0012,-0.5554,1.826
62,3,0,-0.9753,-0.0012,-0.5554,1.826
62,3,0,-0.9753,-0.0012,-0.5554,1.826
62,3,0,-0.9753,-0.0012,-0.5554,1.826
62,3,0,-0.9753,-0.0012,-0.5554,1.797
62,3,0,-0.9753,-0.0012,-0.5554,1.71
62,3,0,-0.9753,-0.0012,-0.5554,1.623
62,2,0,-0.5474,1.1515,0.7632,1.623
62,3,0,0.3624,2.4494,2.2478,1.623
62,3,0,1.1888,2.2247,1.9908,1.623
62,3,0,1.1888,-0.0012,-0.5554,1.623
62,3,0,1.1888,-0.0012,-0.5554,1.623
62,3,0,1.1888,-0.0012,-0.5554,1.623
62,3,0,1.1888,-0.0012,-0.5554,1.623
62,3,0,1.1888,-0.0012,-0.5554,1.623
62,3,0,1.1888,-0.0012,-0.5554,1.623
62,3,0,1.1888,-0.0012,-0.5554,1.623
62,3,0,1.1888,-0.0012,-0.5554,1.623
62,3,0,1.1888,-0.0012,-0.5554,1.623
62,3,0,1.1888,-0.0012,-0.5554,1.623
62,2,0,0.8908,-0.804,0.3629,1.623
62,2,0,-0.0353,-2.4956,2.2978,1.623
62,3,0,-0.9194,-2.3826,2.1686,1.623
62,3,0,-0.9753,-0.1519,-0.383,1.623
62,3,0,-0.9753,-0.0012,-0.5554,1.478
62,3,0,-0.9753,-0.0012,-0.5554,1.304
62,3,0,-0.9753,-0.0012,-0.5554,1.304
62,3,0,-0.9753,-0.0012,-0.5554,1.304
62,3,0,-0.9753,-0.0012,-0.5554,1.246
62,2,0,-0.9753,-0.0012,-0.5554,1.246
62,2,0,-0.9753,-0.0012,-0.5554,1.043
62,2,0,-0.5185,1.2294,0.8522,0.956
62,3,0,0.3905,2.4472,2.2453,0.927
62,3,0,1.1888,2.149,1.9042,0.927
62,3,0,1.1888,-0.0012,-0.5554,0.927
